Mouse_Gene_Symbol,Mouse_Ensembl_ID,Human_Gene_Symbol,Human_Ensembl_ID,Homology_Type,Confidence,Percent_ID
Ak8,ENSMUSG00000026807,,ENSG00000165695,ortholog_one2one,[],77.0355
Ak9,ENSMUSG00000091415,,ENSG00000155085,ortholog_one2one,[],71.3762
Akap1,ENSMUSG00000018428,,ENSG00000121057,ortholog_one2one,[],67.6633
Akap10,ENSMUSG00000047804,,ENSG00000108599,ortholog_one2one,[],89.7281
Akap11,ENSMUSG00000022016,,ENSG00000023516,ortholog_one2one,[],74.0663
Akap12,ENSMUSG00000038587,,ENSG00000131016,ortholog_one2one,[],56.1167
Akap13,ENSMUSG00000066406,,ENSG00000170776,ortholog_one2one,[],73.3736
Akap5,ENSMUSG00000021057,,ENSG00000179841,ortholog_one2one,[],61.8267
Akap6,ENSMUSG00000061603,,ENSG00000151320,ortholog_one2one,[],80.8538
Akap7,ENSMUSG00000039166,,ENSG00000118507,ortholog_one2one,[],70.977
Akap8,ENSMUSG00000024045,,ENSG00000105127,ortholog_one2one,[],79.4798
Akap8l,ENSMUSG00000002625,,ENSG00000011243,ortholog_one2one,[],92.1053
Akap9,ENSMUSG00000040407,,ENSG00000127914,ortholog_one2one,[],68.8252
Akip1,ENSMUSG00000031023,,ENSG00000166452,ortholog_one2one,[],72.381
Akirin1,ENSMUSG00000023075,,ENSG00000174574,ortholog_one2one,[],92.7083
Akirin2,ENSMUSG00000028291,,ENSG00000135334,ortholog_one2one,[],92.1182
Akna,ENSMUSG00000039158,,ENSG00000106948,ortholog_one2one,[],58.0264
Akr1a1,ENSMUSG00000028692,,ENSG00000117448,ortholog_one2one,[],93.2308
Akr1b3,ENSMUSG00000001642,,ENSG00000085662,ortholog_one2one,[],85.443
Akr1d1,ENSMUSG00000038641,,ENSG00000122787,ortholog_one2one,[],82.2086
Akr1e1,ENSMUSG00000045410,,ENSG00000165568,ortholog_one2one,[],70.3125
Akr7a5,ENSMUSG00000028743,,ENSG00000211454,ortholog_one2one,[],85.8006
Akt1,ENSMUSG00000001729,,ENSG00000142208,ortholog_one2one,[],98.3333
Akt1s1,ENSMUSG00000011096,,ENSG00000204673,ortholog_one2one,[],93.75
Akt2,ENSMUSG00000004056,,ENSG00000105221,ortholog_one2one,[],98.1289
Akt3,ENSMUSG00000019699,,ENSG00000117020,ortholog_one2one,[],99.5825
Aktip,ENSMUSG00000031667,,ENSG00000166971,ortholog_one2one,[],96.2329
Alad,ENSMUSG00000028393,,ENSG00000148218,ortholog_one2one,[],89.0909
Alas1,ENSMUSG00000032786,,ENSG00000023330,ortholog_one2one,[],91.7188
Alas2,ENSMUSG00000025270,,ENSG00000158578,ortholog_one2one,[],90.1192
Alb,ENSMUSG00000029368,,ENSG00000163631,ortholog_one2one,[],72.2496
Alcam,ENSMUSG00000022636,,ENSG00000170017,ortholog_one2one,[],92.9674
Aldh16a1,ENSMUSG00000007833,,ENSG00000161618,ortholog_one2one,[],81.6708
Aldh18a1,ENSMUSG00000025007,,ENSG00000059573,ortholog_one2one,[],95.4717
Aldh1a2,ENSMUSG00000013584,,ENSG00000128918,ortholog_one2one,[],97.2973
Aldh1a3,ENSMUSG00000015134,,ENSG00000184254,ortholog_one2one,[],93.9453
Aldh1a7,ENSMUSG00000013584,,ENSG00000128918,ortholog_one2one,[],97.2973
Aldh1b1,ENSMUSG00000035561,,ENSG00000137124,ortholog_one2one,[],94.0039
Aldh1l1,ENSMUSG00000030088,,ENSG00000144908,ortholog_one2one,[],92.1286
Aldh1l2,ENSMUSG00000020256,,ENSG00000136010,ortholog_one2one,[],92.3077
Aldh2,ENSMUSG00000029455,,ENSG00000111275,ortholog_one2one,[],95.1644
Aldh3a1,ENSMUSG00000019102,,ENSG00000108602,ortholog_one2one,[],80.3532
Aldh3a2,ENSMUSG00000010025,,ENSG00000072210,ortholog_one2one,[],83.9175
Aldh3b1,ENSMUSG00000024885,,ENSG00000006534,ortholog_one2one,[],83.7607
Aldh4a1,ENSMUSG00000028737,,ENSG00000159423,ortholog_one2one,[],91.6519
Aldh5a1,ENSMUSG00000035936,,ENSG00000112294,ortholog_one2one,[],83.5514
Aldh6a1,ENSMUSG00000021238,,ENSG00000119711,ortholog_one2one,[],94.7664
Aldh7a1,ENSMUSG00000053644,,ENSG00000164904,ortholog_one2one,[],88.3117
Aldh8a1,ENSMUSG00000037542,,ENSG00000118514,ortholog_one2one,[],89.9384
Aldob,ENSMUSG00000028307,,ENSG00000136872,ortholog_one2one,[],95.8791
Aldoc,ENSMUSG00000017390,,ENSG00000109107,ortholog_one2one,[],97.5275
Alg11,ENSMUSG00000063362,,ENSG00000253710,ortholog_one2one,[],86.1789
Alg12,ENSMUSG00000035845,,ENSG00000182858,ortholog_one2one,[],79.0984
Alg13,ENSMUSG00000041718,,ENSG00000101901,ortholog_one2one,[],54.0897
Alg14,ENSMUSG00000039887,,ENSG00000172339,ortholog_one2one,[],76.3889
Alg2,ENSMUSG00000039740,,ENSG00000119523,ortholog_one2one,[],80.5288
Alg3,ENSMUSG00000033809,,ENSG00000214160,ortholog_one2one,[],88.8128
Alg5,ENSMUSG00000036632,,ENSG00000120697,ortholog_one2one,[],89.5062
Alg6,ENSMUSG00000073792,,ENSG00000088035,ortholog_one2one,[],84.4181
Alg8,ENSMUSG00000035704,,ENSG00000159063,ortholog_one2one,[],89.924
Alg9,ENSMUSG00000032059,,ENSG00000086848,ortholog_one2one,[],92.8803
Alk,ENSMUSG00000055471,,ENSG00000171094,ortholog_one2one,[],87.5926
Alkbh1,ENSMUSG00000079036,,ENSG00000100601,ortholog_one2one,[],82.7764
Alkbh2,ENSMUSG00000044339,,ENSG00000189046,ortholog_one2one,[],72.7969
Alkbh3,ENSMUSG00000040174,,ENSG00000166199,ortholog_one2one,[],84.6154
Alkbh4,ENSMUSG00000039754,,ENSG00000160993,ortholog_one2one,[],78.8079
Alkbh5,ENSMUSG00000042650,,ENSG00000091542,ortholog_one2one,[],97.2081
Alkbh6,ENSMUSG00000042831,,ENSG00000239382,ortholog_one2one,[],91.1765
Alkbh7,ENSMUSG00000002661,,ENSG00000125652,ortholog_one2one,[],81.9005
Alkbh8,ENSMUSG00000025899,,ENSG00000137760,ortholog_one2one,[],77.259
Alox12,ENSMUSG00000000320,,ENSG00000108839,ortholog_one2one,[],85.5204
Alox5,ENSMUSG00000025701,,ENSG00000012779,ortholog_one2one,[],93.4718
Alox5ap,ENSMUSG00000060063,,ENSG00000132965,ortholog_one2one,[],91.9255
Alpk1,ENSMUSG00000028028,,ENSG00000073331,ortholog_one2one,[],71.463
Alpk2,ENSMUSG00000032845,,ENSG00000198796,ortholog_one2one,[],55.576
Alpl,ENSMUSG00000028766,,ENSG00000162551,ortholog_one2one,[],89.8855
Als2,ENSMUSG00000026024,,ENSG00000003393,ortholog_one2one,[],91.9131
Als2cl,ENSMUSG00000044037,,ENSG00000178038,ortholog_one2one,[],81.4271
Flacc1,ENSMUSG00000047528,,ENSG00000155749,ortholog_one2one,[],58.0569
Alx1,ENSMUSG00000036602,,ENSG00000180318,ortholog_one2one,[],97.2393
Alx4,ENSMUSG00000040310,,ENSG00000052850,ortholog_one2one,[],90.2676
Amacr,ENSMUSG00000022244,,ENSG00000242110,ortholog_one2one,[],77.2251
Ambp,ENSMUSG00000028356,,ENSG00000106927,ortholog_one2one,[],75.2841
Ambra1,ENSMUSG00000040506,,ENSG00000110497,ortholog_one2one,[],95.8398
Amdhd2,ENSMUSG00000036820,,ENSG00000162066,ortholog_one2one,[],90.709
Amer1,ENSMUSG00000050332,,ENSG00000184675,ortholog_one2one,[],78.8546
Amfr,ENSMUSG00000031751,,ENSG00000159461,ortholog_one2one,[],94.0902
Amigo1,ENSMUSG00000050947,,ENSG00000181754,ortholog_one2one,[],89.4523
Amigo2,ENSMUSG00000048218,,ENSG00000139211,ortholog_one2one,[],88.1226
Ammecr1,ENSMUSG00000042225,,ENSG00000101935,ortholog_one2one,[],96.6967
Ammecr1l,ENSMUSG00000041915,,ENSG00000144233,ortholog_one2one,[],98.3871
Amn,ENSMUSG00000021278,,ENSG00000166126,ortholog_one2one,[],66.0044
Amn1,ENSMUSG00000068250,,ENSG00000151743,ortholog_one2one,[],76.3566
Amot,ENSMUSG00000041688,,ENSG00000126016,ortholog_one2one,[],87.3616
Amotl1,ENSMUSG00000013076,,ENSG00000166025,ortholog_one2one,[],87.8661
Amotl2,ENSMUSG00000032531,,ENSG00000114019,ortholog_one2one,[],88.7179
Ampd1,ENSMUSG00000070385,,ENSG00000116748,ortholog_one2one,[],92.7711
Ampd2,ENSMUSG00000027889,,ENSG00000116337,ortholog_one2one,[],97.0909
Ampd3,ENSMUSG00000005686,,ENSG00000133805,ortholog_one2one,[],94.3937
Amph,ENSMUSG00000021314,,ENSG00000078053,ortholog_one2one,[],81.0072
Amt,ENSMUSG00000032607,,ENSG00000145020,ortholog_one2one,[],88.8337
Amz1,ENSMUSG00000050022,,ENSG00000174945,ortholog_one2one,[],73.6948
Amz2,ENSMUSG00000020610,,ENSG00000196704,ortholog_one2one,[],79.1667
Anapc1,ENSMUSG00000014355,,ENSG00000153107,ortholog_one2one,[],92.3868
Anapc10,ENSMUSG00000036977,,ENSG00000164162,ortholog_one2one,[],99.4595
Anapc11,ENSMUSG00000025135,,ENSG00000141552,ortholog_one2one,[],98.8095
Anapc13,ENSMUSG00000035048,,ENSG00000129055,ortholog_one2one,[],95.9459
Anapc16,ENSMUSG00000020107,,ENSG00000166295,ortholog_one2one,[],100.0
Anapc2,ENSMUSG00000026965,,ENSG00000176248,ortholog_one2one,[],94.2822
Anapc4,ENSMUSG00000029176,,ENSG00000053900,ortholog_one2one,[],93.4406
Anapc5,ENSMUSG00000029472,,ENSG00000089053,ortholog_one2one,[],92.8477
Anapc7,ENSMUSG00000029466,,ENSG00000196510,ortholog_one2one,[],98.2301
Ang,ENSMUSG00000026955,,ENSG00000186193,ortholog_one2one,[],75.1269
Angel1,ENSMUSG00000021257,,ENSG00000013523,ortholog_one2one,[],88.5075
Angel2,ENSMUSG00000026634,,ENSG00000174606,ortholog_one2one,[],85.4779
Angpt1,ENSMUSG00000022309,,ENSG00000154188,ortholog_one2one,[],97.3896
Angpt2,ENSMUSG00000031465,,ENSG00000091879,ortholog_one2one,[],85.4545
Angpt4,ENSMUSG00000027460,,ENSG00000101280,ortholog_one2one,[],55.0696
Angptl1,ENSMUSG00000033544,,ENSG00000116194,ortholog_one2one,[],92.8717
Angptl2,ENSMUSG00000004105,,ENSG00000136859,ortholog_one2one,[],95.3347
Angptl3,ENSMUSG00000028553,,ENSG00000132855,ortholog_one2one,[],75.6522
Angptl4,ENSMUSG00000002289,,ENSG00000167772,ortholog_one2one,[],76.1084
Angptl6,ENSMUSG00000038742,,ENSG00000130812,ortholog_one2one,[],73.8298
Angptl7,ENSMUSG00000028989,,ENSG00000171819,ortholog_one2one,[],85.8382
Ank,ENSMUSG00000022265,,ENSG00000154122,ortholog_one2one,[],98.374
Ank1,ENSMUSG00000031543,,ENSG00000029534,ortholog_one2one,[],90.6383
Ank2,ENSMUSG00000032826,,ENSG00000145362,ortholog_one2one,[],83.8767
Ank3,ENSMUSG00000069601,,ENSG00000151150,ortholog_one2one,[],56.8883
Ankdd1b,ENSMUSG00000047117,,ENSG00000189045,ortholog_one2one,[],76.1364
Ankfn1,ENSMUSG00000047773,,ENSG00000153930,ortholog_one2one,[],89.9651
Ankfy1,ENSMUSG00000020790,,ENSG00000185722,ortholog_one2one,[],95.0385
Ankhd1,ENSMUSG00000024483,,ENSG00000131503,ortholog_one2one,[],93.1157
Ankib1,ENSMUSG00000040351,,ENSG00000001629,ortholog_one2one,[],93.2966
Ankle1,ENSMUSG00000046295,,ENSG00000160117,ortholog_one2one,[],52.6829
Ankle2,ENSMUSG00000029501,,ENSG00000176915,ortholog_one2one,[],69.7228
Ankmy2,ENSMUSG00000036188,,ENSG00000106524,ortholog_one2one,[],88.8889
Ankra2,ENSMUSG00000021661,,ENSG00000164331,ortholog_one2one,[],94.8882
Ankrd1,ENSMUSG00000024803,,ENSG00000148677,ortholog_one2one,[],90.2821
Ankrd10,ENSMUSG00000031508,,ENSG00000088448,ortholog_one2one,[],77.8571
Ankrd11,ENSMUSG00000035569,,ENSG00000167522,ortholog_one2one,[],79.647
Ankrd12,ENSMUSG00000034647,,ENSG00000101745,ortholog_one2one,[],81.3288
Ankrd13a,ENSMUSG00000041870,,ENSG00000076513,ortholog_one2one,[],90.5085
Ankrd13b,ENSMUSG00000037907,,ENSG00000198720,ortholog_one2one,[],88.1789
Ankrd13c,ENSMUSG00000039988,,ENSG00000118454,ortholog_one2one,[],92.0518
Ankrd13d,ENSMUSG00000005986,,ENSG00000172932,ortholog_one2one,[],92.3967
Ankrd16,ENSMUSG00000047909,,ENSG00000134461,ortholog_one2one,[],81.7175
Ankrd17,ENSMUSG00000055204,,ENSG00000132466,ortholog_one2one,[],96.5809
Ankrd24,ENSMUSG00000054708,,ENSG00000089847,ortholog_one2one,[],54.9738
Ankrd27,ENSMUSG00000034867,,ENSG00000105186,ortholog_one2one,[],81.7143
Ankrd28,ENSMUSG00000014496,,ENSG00000206560,ortholog_one2one,[],97.5993
Ankrd29,ENSMUSG00000057766,,ENSG00000154065,ortholog_one2one,[],96.0133
Slf1,ENSMUSG00000021597,,ENSG00000133302,ortholog_one2one,[],79.5841
Ankrd33b,ENSMUSG00000022237,,ENSG00000164236,ortholog_one2one,[],75.3036
Ankrd34b,ENSMUSG00000045034,,ENSG00000189127,ortholog_one2one,[],81.323
Ankrd35,ENSMUSG00000038354,,ENSG00000198483,ortholog_one2one,[],82.3177
Ankrd37,ENSMUSG00000050914,,ENSG00000186352,ortholog_one2one,[],76.5823
Ankrd39,ENSMUSG00000079610,,ENSG00000213337,ortholog_one2one,[],90.1639
Ankrd40,ENSMUSG00000020864,,ENSG00000154945,ortholog_one2one,[],92.1196
Ankrd42,ENSMUSG00000041343,,ENSG00000137494,ortholog_one2one,[],78.1784
Ankrd44,ENSMUSG00000052331,,ENSG00000065413,ortholog_one2one,[],94.3605
Ankrd45,ENSMUSG00000044835,,ENSG00000183831,ortholog_one2one,[],73.3083
Ankrd46,ENSMUSG00000048307,,ENSG00000186106,ortholog_one2one,[],97.807
Ankrd49,ENSMUSG00000031931,,ENSG00000168876,ortholog_one2one,[],87.4477
Ankrd50,ENSMUSG00000044864,,ENSG00000151458,ortholog_one2one,[],91.9524
Ankrd52,ENSMUSG00000014498,,ENSG00000139645,ortholog_one2one,[],99.0706
Ankrd54,ENSMUSG00000033055,,ENSG00000100124,ortholog_one2one,[],92.0
Ankrd55,ENSMUSG00000049985,,ENSG00000164512,ortholog_one2one,[],85.6678
Ankrd6,ENSMUSG00000040183,,ENSG00000135299,ortholog_one2one,[],83.0812
Ankrd61,ENSMUSG00000029607,,ENSG00000157999,ortholog_one2one,[],71.7703
Ankrd65,ENSMUSG00000078487,,ENSG00000235098,ortholog_one2one,[],62.406
Ankrd9,ENSMUSG00000037904,,ENSG00000156381,ortholog_one2one,[],84.858
Anks1,ENSMUSG00000024219,,ENSG00000064999,ortholog_one2one,[],87.9189
Anks1b,ENSMUSG00000058589,,ENSG00000185046,ortholog_one2one,[],92.2957
Anks3,ENSMUSG00000022515,,ENSG00000168096,ortholog_one2one,[],82.0122
Anks4b,ENSMUSG00000030909,,ENSG00000175311,ortholog_one2one,[],82.7338
Anks6,ENSMUSG00000066191,,ENSG00000165138,ortholog_one2one,[],85.7635
Ankub1,ENSMUSG00000074591,,ENSG00000206199,ortholog_one2one,[],79.2279
Ankzf1,ENSMUSG00000026199,,ENSG00000163516,ortholog_one2one,[],77.686
Anln,ENSMUSG00000036777,,ENSG00000011426,ortholog_one2one,[],80.1601
Ano1,ENSMUSG00000031075,,ENSG00000131620,ortholog_one2one,[],91.4807
Ano10,ENSMUSG00000037949,,ENSG00000160746,ortholog_one2one,[],91.3636
Ano2,ENSMUSG00000038115,,ENSG00000047617,ortholog_one2one,[],92.1844
Ano3,ENSMUSG00000074968,,ENSG00000134343,ortholog_one2one,[],93.6799
Ano4,ENSMUSG00000035189,,ENSG00000151572,ortholog_one2one,[],98.3246
Ano5,ENSMUSG00000055489,,ENSG00000171714,ortholog_one2one,[],80.1752
Ano6,ENSMUSG00000064210,,ENSG00000177119,ortholog_one2one,[],90.4396
Ano8,ENSMUSG00000034863,,ENSG00000074855,ortholog_one2one,[],74.8377
Ano9,ENSMUSG00000054662,,ENSG00000185101,ortholog_one2one,[],70.844
Anp32b,ENSMUSG00000028333,,ENSG00000136938,ortholog_one2one,[],87.251
Anp32e,ENSMUSG00000015749,,ENSG00000143401,ortholog_one2one,[],91.0448
Anpep,ENSMUSG00000039062,,ENSG00000166825,ortholog_one2one,[],76.6287
Antxr1,ENSMUSG00000033420,,ENSG00000169604,ortholog_one2one,[],95.3901
Antxr2,ENSMUSG00000029338,,ENSG00000163297,ortholog_one2one,[],82.7869
Anxa1,ENSMUSG00000024659,,ENSG00000135046,ortholog_one2one,[],87.5723
Anxa11,ENSMUSG00000021866,,ENSG00000122359,ortholog_one2one,[],92.8713
Anxa13,ENSMUSG00000055114,,ENSG00000104537,ortholog_one2one,[],86.7089
Anxa2,ENSMUSG00000032231,,ENSG00000182718,ortholog_one2one,[],97.6401
Anxa3,ENSMUSG00000029484,,ENSG00000138772,ortholog_one2one,[],89.7833
Anxa4,ENSMUSG00000029994,,ENSG00000196975,ortholog_one2one,[],91.5888
Anxa5,ENSMUSG00000027712,,ENSG00000164111,ortholog_one2one,[],93.4375
Anxa6,ENSMUSG00000018340,,ENSG00000197043,ortholog_one2one,[],94.3536
Anxa7,ENSMUSG00000021814,,ENSG00000138279,ortholog_one2one,[],92.0601
Anxa9,ENSMUSG00000015702,,ENSG00000143412,ortholog_one2one,[],77.6812
Aoah,ENSMUSG00000021322,,ENSG00000136250,ortholog_one2one,[],76.0
Aoc2,ENSMUSG00000078651,,ENSG00000131480,ortholog_one2one,[],80.9524
Aoc3,ENSMUSG00000019326,,ENSG00000131471,ortholog_one2one,[],83.0931
Aox1,ENSMUSG00000063558,,ENSG00000138356,ortholog_one2one,[],83.0344
Ap1ar,ENSMUSG00000074238,,ENSG00000138660,ortholog_one2one,[],90.0662
Ap1b1,ENSMUSG00000009090,,ENSG00000100280,ortholog_one2one,[],96.2065
Ap1g1,ENSMUSG00000031731,,ENSG00000166747,ortholog_one2one,[],99.2701
Ap1g2,ENSMUSG00000040701,,ENSG00000213983,ortholog_one2one,[],87.2611
Ap1m1,ENSMUSG00000003033,,ENSG00000072958,ortholog_one2one,[],99.2908
Ap1m2,ENSMUSG00000003309,,ENSG00000129354,ortholog_one2one,[],96.9267
Ap1s1,ENSMUSG00000004849,,ENSG00000106367,ortholog_one2one,[],92.4051
Ap1s2,ENSMUSG00000031367,,ENSG00000182287,ortholog_one2one,[],90.0
Ap1s3,ENSMUSG00000054702,,ENSG00000152056,ortholog_one2one,[],95.4545
Ap2a1,ENSMUSG00000060279,,ENSG00000196961,ortholog_one2one,[],98.4293
Ap2a2,ENSMUSG00000002957,,ENSG00000183020,ortholog_one2one,[],97.3376
Ap2b1,ENSMUSG00000035152,,ENSG00000006125,ortholog_one2one,[],99.8948
Ap2m1,ENSMUSG00000022841,,ENSG00000161203,ortholog_one2one,[],100.0
Ap2s1,ENSMUSG00000008036,,ENSG00000042753,ortholog_one2one,[],100.0
Ap3b1,ENSMUSG00000021686,,ENSG00000132842,ortholog_one2one,[],88.3912
Ap3d1,ENSMUSG00000020198,,ENSG00000065000,ortholog_one2one,[],88.5597
Ap3m1,ENSMUSG00000021824,,ENSG00000185009,ortholog_one2one,[],99.5215
Ap3m2,ENSMUSG00000031539,,ENSG00000070718,ortholog_one2one,[],98.3254
Ap3s1,ENSMUSG00000024480,,ENSG00000177879,ortholog_one2one,[],100.0
Ap3s2,ENSMUSG00000063801,,ENSG00000157823,ortholog_one2one,[],100.0
Ap4b1,ENSMUSG00000032952,,ENSG00000134262,ortholog_one2one,[],91.069
Ap4e1,ENSMUSG00000001998,,ENSG00000081014,ortholog_one2one,[],80.387
Ap4m1,ENSMUSG00000019518,,ENSG00000221838,ortholog_one2one,[],92.936
Ap4s1,ENSMUSG00000020955,,ENSG00000100478,ortholog_one2one,[],95.8333
Ap5b1,ENSMUSG00000049562,,ENSG00000254470,ortholog_one2one,[],77.7904
Ap5m1,ENSMUSG00000036291,,ENSG00000053770,ortholog_one2one,[],84.898
Ap5s1,ENSMUSG00000068264,,ENSG00000125843,ortholog_one2one,[],71.0
Ap5z1,ENSMUSG00000039623,,ENSG00000242802,ortholog_one2one,[],78.6865
Apaf1,ENSMUSG00000019979,,ENSG00000120868,ortholog_one2one,[],87.4199
Apba1,ENSMUSG00000024897,,ENSG00000107282,ortholog_one2one,[],93.5484
Apba3,ENSMUSG00000004931,,ENSG00000011132,ortholog_one2one,[],76.1739
Apbb1,ENSMUSG00000037032,,ENSG00000166313,ortholog_one2one,[],94.6479
Apbb1ip,ENSMUSG00000026786,,ENSG00000077420,ortholog_one2one,[],80.9309
Apbb2,ENSMUSG00000029207,,ENSG00000163697,ortholog_one2one,[],94.0711
Apc,ENSMUSG00000005871,,ENSG00000134982,ortholog_one2one,[],90.6437
Apcdd1,ENSMUSG00000071847,,ENSG00000154856,ortholog_one2one,[],91.8288
Apeh,ENSMUSG00000032590,,ENSG00000164062,ortholog_one2one,[],91.3934
Apex1,ENSMUSG00000035960,,ENSG00000100823,ortholog_one2one,[],94.3396
Apex2,ENSMUSG00000025269,,ENSG00000169188,ortholog_one2one,[],79.3436
Aph1a,ENSMUSG00000015750,,ENSG00000117362,ortholog_one2one,[],99.2453
Api5,ENSMUSG00000027193,,ENSG00000166181,ortholog_one2one,[],93.7023
Apip,ENSMUSG00000010911,,ENSG00000149089,ortholog_one2one,[],94.2149
Cenps,ENSMUSG00000073705,,ENSG00000175279,ortholog_one2one,[],68.8406
Aplf,ENSMUSG00000030051,,ENSG00000169621,ortholog_one2one,[],59.8826
Apln,ENSMUSG00000037010,,ENSG00000171388,ortholog_one2one,[],83.1169
Aplnr,ENSMUSG00000044338,,ENSG00000134817,ortholog_one2one,[],91.0526
Aplp1,ENSMUSG00000006651,,ENSG00000105290,ortholog_one2one,[],89.2473
Aplp2,ENSMUSG00000031996,,ENSG00000084234,ortholog_one2one,[],92.9427
Apmap,ENSMUSG00000033096,,ENSG00000101474,ortholog_one2one,[],89.4231
Apoa1,ENSMUSG00000032083,,ENSG00000118137,ortholog_one2one,[],65.1685
Naxe,ENSMUSG00000028070,,ENSG00000163382,ortholog_one2one,[],87.8472
Apoa2,ENSMUSG00000005681,,ENSG00000158874,ortholog_one2one,[],63.0
Apoa4,ENSMUSG00000032080,,ENSG00000110244,ortholog_one2one,[],59.596
Apob,ENSMUSG00000020609,,ENSG00000084674,ortholog_one2one,[],69.8882
Apobec1,ENSMUSG00000040613,,ENSG00000111701,ortholog_one2one,[],68.6441
Apobec2,ENSMUSG00000040694,,ENSG00000124701,ortholog_one2one,[],89.7321
Apobec3,ENSMUSG00000009585,,ENSG00000100298,ortholog_one2one,[],44.8087
Apobr,ENSMUSG00000042759,,ENSG00000184730,ortholog_one2one,[],41.7502
Apoc1,ENSMUSG00000040564,,ENSG00000130208,ortholog_one2one,[],67.4699
Apoc2,ENSMUSG00000002992,,ENSG00000234906,ortholog_one2one,[],59.4059
Apoc3,ENSMUSG00000032081,,ENSG00000110245,ortholog_one2one,[],61.6162
Apod,ENSMUSG00000022548,,ENSG00000189058,ortholog_one2one,[],71.9577
Apoe,ENSMUSG00000002985,,ENSG00000130203,ortholog_one2one,[],70.6625
Apoh,ENSMUSG00000000049,,ENSG00000091583,ortholog_one2one,[],76.5217
Apold1,ENSMUSG00000090698,,ENSG00000178878,ortholog_one2one,[],87.5
Apom,ENSMUSG00000024391,,ENSG00000204444,ortholog_one2one,[],81.383
Apool,ENSMUSG00000025525,,ENSG00000155008,ortholog_one2one,[],76.8657
Coa8,ENSMUSG00000037787,,ENSG00000256053,ortholog_one2one,[],62.6943
App,ENSMUSG00000022892,,ENSG00000142192,ortholog_one2one,[],96.6234
Appbp2,ENSMUSG00000018481,,ENSG00000062725,ortholog_one2one,[],99.1453
Appl1,ENSMUSG00000040760,,ENSG00000157500,ortholog_one2one,[],98.0254
Appl2,ENSMUSG00000020263,,ENSG00000136044,ortholog_one2one,[],92.4699
Aprt,ENSMUSG00000006589,,ENSG00000198931,ortholog_one2one,[],82.7778
Aptx,ENSMUSG00000028411,,ENSG00000137074,ortholog_one2one,[],84.7953
Aqp1,ENSMUSG00000004655,,ENSG00000240583,ortholog_one2one,[],94.052
Aqp11,ENSMUSG00000042797,,ENSG00000178301,ortholog_one2one,[],83.0258
Aqp2,ENSMUSG00000023013,,ENSG00000167580,ortholog_one2one,[],88.9299
Aqp3,ENSMUSG00000028435,,ENSG00000165272,ortholog_one2one,[],95.5479
Aqp4,ENSMUSG00000024411,,ENSG00000171885,ortholog_one2one,[],88.2353
Aqp6,ENSMUSG00000043144,,ENSG00000086159,ortholog_one2one,[],75.1773
Aqr,ENSMUSG00000040383,,ENSG00000021776,ortholog_one2one,[],94.6128
Ar,ENSMUSG00000029378,,ENSG00000109321,ortholog_one2one,[],69.8413
Araf,ENSMUSG00000001127,,ENSG00000078061,ortholog_one2one,[],94.8845
Arap1,ENSMUSG00000032812,,ENSG00000186635,ortholog_one2one,[],90.2759
Arap2,ENSMUSG00000037999,,ENSG00000047365,ortholog_one2one,[],83.216
Arap3,ENSMUSG00000024451,,ENSG00000120318,ortholog_one2one,[],88.342
Arc,ENSMUSG00000022602,,ENSG00000198576,ortholog_one2one,[],92.9293
Arcn1,ENSMUSG00000032096,,ENSG00000095139,ortholog_one2one,[],99.0215
Arel1,ENSMUSG00000042350,,ENSG00000119682,ortholog_one2one,[],97.2053
Arf1,ENSMUSG00000048076,,ENSG00000143761,ortholog_one2one,[],100.0
Arf3,ENSMUSG00000051853,,ENSG00000134287,ortholog_one2one,[],100.0
Arf4,ENSMUSG00000021877,,ENSG00000168374,ortholog_one2one,[],96.1111
Arf5,ENSMUSG00000020440,,ENSG00000004059,ortholog_one2one,[],100.0
Arf6,ENSMUSG00000044147,,ENSG00000165527,ortholog_one2one,[],100.0
Arfgap1,ENSMUSG00000027575,,ENSG00000101199,ortholog_one2one,[],87.6847
Arfgap2,ENSMUSG00000027255,,ENSG00000149182,ortholog_one2one,[],92.5144
Arfgap3,ENSMUSG00000054277,,ENSG00000242247,ortholog_one2one,[],81.3953
Arfgef1,ENSMUSG00000067851,,ENSG00000066777,ortholog_one2one,[],97.2958
Arfgef2,ENSMUSG00000074582,,ENSG00000124198,ortholog_one2one,[],95.7423
Arfgef3,ENSMUSG00000019852,,ENSG00000112379,ortholog_one2one,[],92.8801
Arfip1,ENSMUSG00000074513,,ENSG00000164144,ortholog_one2one,[],92.4933
Arfip2,ENSMUSG00000030881,,ENSG00000132254,ortholog_one2one,[],99.1202
Arfrp1,ENSMUSG00000038671,,ENSG00000101246,ortholog_one2one,[],97.0149
Arg2,ENSMUSG00000021125,,ENSG00000081181,ortholog_one2one,[],84.7458
Arglu1,ENSMUSG00000040459,,ENSG00000134884,ortholog_one2one,[],98.1685
Arhgap1,ENSMUSG00000027247,,ENSG00000175220,ortholog_one2one,[],96.5831
Arhgap10,ENSMUSG00000036591,,ENSG00000107863,ortholog_one2one,[],86.3126
Arhgap12,ENSMUSG00000041225,,ENSG00000165322,ortholog_one2one,[],91.0165
Arhgap15,ENSMUSG00000049744,,ENSG00000075884,ortholog_one2one,[],86.3158
Arhgap17,ENSMUSG00000030766,,ENSG00000140750,ortholog_one2one,[],84.4495
